field_id,date_of_image,latitude,longitude,NDVI,GNDVI,NDWI,SAVI,soil_moisture,temperature,rainfall,crop_type,crop_group,crop_season,agro_ecological_zone,water_requirement,yield
Field_20,13/10/2023,19.08367827,74.52220393,0.47971789,0.52149666,-0.52149666,0.719461783,19.53517345,39.04695451,10.11712339,Sugarcane,Poaceae,Todo el año,Tropical húmedo,Alta,36.82740548
Field_20,28/10/2023,19.08367827,74.52220393,0.396825644,0.461846146,-0.461846146,0.595149591,23.42775749,24.07983275,2.340654918,Sugarcane,Poaceae,Todo el año,Tropical húmedo,Alta,34.16706882
Field_20,11/12/2023,19.08367827,74.52220393,0.406041385,0.526034741,-0.526034741,0.608967092,20.0558881,15.82933363,9.447289666,Sugarcane,Poaceae,Todo el año,Tropical húmedo,Alta,33.54110725
Field_20,27/11/2023,19.08367827,74.52220393,0.392385116,0.520162134,-0.520162134,0.588489294,20.49523885,37.23729041,15.79471681,Sugarcane,Poaceae,Todo el año,Tropical húmedo,Alta,47.06187708
Field_20,12/12/2023,19.08367827,74.52220393,0.449563717,0.517085155,-0.517085155,0.67423517,20.06840494,22.51296334,9.857468744,Sugarcane,Poaceae,Todo el año,Tropical húmedo,Alta,35.59634773
Field_20,27/12/2023,19.08367827,74.52220393,0.43840731,0.533653239,-0.533653239,0.657501421,19.33630518,17.41447003,9.719174422,Sugarcane,Poaceae,Todo el año,Tropical húmedo,Alta,34.82432846
Field_21,1/1/2023,15.12004379,75.54430611,0.363643837,0.438325131,-0.438325131,0.5453871,24.96772495,19.0458298,9.275127347,Sugarcane,Poaceae,Todo el año,Tropical húmedo,Alta,33.25942455
Field_21,16/1/2023,15.12004379,75.54430611,0.360579818,0.461163674,-0.461163674,0.540791391,23.83278154,22.94869407,16.24629011,Sugarcane,Poaceae,Todo el año,Tropical húmedo,Alta,47.00971362
Field_21,31/1/2023,15.12004379,75.54430611,0.309996086,0.41222475,-0.41222475,0.464927798,26.8484222,22.75030962,15.73638859,Sugarcane,Poaceae,Todo el año,Tropical húmedo,Alta,45.53870394
Field_21,15/2/2023,15.12004379,75.54430611,0.296281712,0.419870851,-0.419870851,0.444365514,26.59804206,19.28232663,8.716305393,Sugarcane,Poaceae,Todo el año,Tropical húmedo,Alta,30.94336675
Field_21,3/2/2023,15.12004379,75.54430611,0.273436571,0.408326123,-0.408326123,0.410105438,27.42088084,24.52984635,8.539439186,Sugarcane,Poaceae,Todo el año,Tropical húmedo,Alta,30.24437634
Field_21,17/3/2023,15.12004379,75.54430611,0.200465328,0.326580756,-0.326580756,0.300665269,32.34040269,25.41476394,8.07939889,Sugarcane,Poaceae,Todo el año,Tropical húmedo,Alta,28.7107705
Field_21,4/1/2023,15.12004379,75.54430611,0.23610089,0.382047021,-0.382047021,0.354112188,29.14411128,21.4132853,3.926806121,Sugarcane,Poaceae,Todo el año,Tropical húmedo,Alta,29.22197245
Field_21,16/4/2023,15.12004379,75.54430611,0.23389849,0.389618117,-0.389618117,0.350808263,28.77999086,29.23901369,8.229923322,Sugarcane,Poaceae,Todo el año,Tropical húmedo,Alta,29.01331859
Field_21,5/1/2023,15.12004379,75.54430611,0.231093152,0.369513944,-0.369513944,0.346603279,29.83524837,25.04088391,8.252501987,Sugarcane,Poaceae,Todo el año,Tropical húmedo,Alta,29.22197245
Field_21,16/5/2023,15.12004379,75.54430611,0.253283924,0.397071376,-0.397071376,0.379884012,28.20141388,35.75845344,8.38609242,Sugarcane,Poaceae,Todo el año,Tropical húmedo,Alta,29.64971285
Field_21,31/5/2023,15.12004379,75.54430611,0.240378601,0.391960582,-0.391960582,0.360525378,28.5941938,28.1530432,9.515025661,Sugarcane,Poaceae,Todo el año,Tropical húmedo,Alta,29.2845686
Field_21,13/10/2023,15.12004379,75.54430611,0.416765484,0.474829631,-0.474829631,0.625067446,22.56112094,32.88779527,16.60660797,Sugarcane,Poaceae,Todo el año,Tropical húmedo,Alta,49.15884833
Field_21,28/10/2023,15.12004379,75.54430611,0.316637512,0.408156853,-0.408156853,0.474898536,26.98831877,35.45159399,8.92609882,Sugarcane,Poaceae,Todo el año,Tropical húmedo,Alta,31.91360718
Field_21,11/12/2023,15.12004379,75.54430611,0.309541415,0.402692298,-0.402692298,0.464243331,27.33983437,19.19531253,15.02986454,Sugarcane,Poaceae,Todo el año,Tropical húmedo,Alta,45.27788662
Field_21,27/11/2023,15.12004379,75.54430611,0.309959638,0.405103692,-0.405103692,0.464874028,27.21242677,39.04941626,8.873415269,Sugarcane,Poaceae,Todo el año,Tropical húmedo,Alta,31.70495333
Field_21,12/12/2023,15.12004379,75.54430611,0.318919589,0.405671385,-0.405671385,0.47831446,27.09193104,17.4063703,8.952440596,Sugarcane,Poaceae,Todo el año,Tropical húmedo,Alta,32.03879949
Field_21,27/12/2023,15.12004379,75.54430611,0.316434607,0.420373025,-0.420373025,0.47458878,26.36657986,22.3654261,8.895053156,Sugarcane,Poaceae,Todo el año,Tropical húmedo,Alta,31.71538602
Field_22,1/1/2023,19.56094379,76.46332618,0.565630221,0.576748248,-0.576748248,0.84831061,15.83637407,20.18681704,7.932637569,Cotton,Malvaceae,Estival,Tropical seco,Alta,38.89307864
Field_22,16/1/2023,19.56094379,76.46332618,0.530036598,0.557375033,-0.557375033,0.79493951,17.18916829,18.11118001,14.37790559,Cotton,Malvaceae,Estival,Tropical seco,Alta,51.00543495
Field_22,31/1/2023,19.56094379,76.46332618,0.537120263,0.593419448,-0.593419448,0.805564718,15.27623834,20.08320107,7.638174149,Cotton,Malvaceae,Estival,Tropical seco,Alta,37.52639589
Field_22,15/2/2023,19.56094379,76.46332618,0.427619809,0.518697738,-0.518697738,0.641339736,20.21016981,22.60181626,6.83569077,Cotton,Malvaceae,Estival,Tropical seco,Alta,34.46961691
Field_22,3/2/2023,19.56094379,76.46332618,0.325129948,0.425362037,-0.425362037,0.487630929,26.02301468,21.03066124,6.138574494,Cotton,Malvaceae,Estival,Tropical seco,Alta,31.97620334
Field_22,17/3/2023,19.56094379,76.46332618,0.307065301,0.425619274,-0.425619274,0.460531804,26.19437098,26.82373681,13.19722958,Cotton,Malvaceae,Estival,Tropical seco,Alta,43.80687694
Field_22,4/1/2023,19.56094379,76.46332618,0.245323566,0.368404917,-0.368404917,0.367934291,29.74654669,16.3123781,5.559996209,Cotton,Malvaceae,Estival,Tropical seco,Alta,29.78533786
Field_22,16/4/2023,19.56094379,76.46332618,0.232799698,0.401201511,-0.401201511,0.349143665,28.19971394,23.52972744,5.370899891,Cotton,Malvaceae,Estival,Tropical seco,Alta,28.79423204
Field_22,5/1/2023,19.56094379,76.46332618,0.221249086,0.391265825,-0.391265825,0.331821105,28.82503847,16.63988235,12.39192387,Cotton,Malvaceae,Estival,Tropical seco,Alta,40.58317487
Field_22,16/5/2023,19.56094379,76.46332618,0.187764009,0.367652513,-0.367652513,0.281589613,30.37281625,20.95644644,5.047272362,Cotton,Malvaceae,Estival,Tropical seco,Alta,27.57360699
Field_22,31/5/2023,19.56094379,76.46332618,0.170391995,0.371291417,-0.371291417,0.255537665,30.36441611,30.94539802,4.882636265,Cotton,Malvaceae,Estival,Tropical seco,Alta,26.85375119
Field_22,15/6/2023,19.56094379,76.46332618,0.104372942,0.255738588,-0.255738588,0.156532387,36.93929285,38.8053603,4.564653402,Cotton,Malvaceae,Estival,Tropical seco,Alta,26.96851081
Field_22,28/9/2023,19.56094379,76.46332618,0.721871,0.653125866,-0.653125866,1.082669339,10.34053168,28.30900432,10.08419617,Cotton,Malvaceae,Estival,Tropical seco,Alta,54.53168511
Field_22,13/10/2023,19.56094379,76.46332618,0.655925131,0.636431628,-0.636431628,0.983758739,11.86650927,29.06293296,8.598708181,Cotton,Malvaceae,Estival,Tropical seco,Alta,41.43865568
Field_22,28/10/2023,19.56094379,76.46332618,0.548996417,0.575979383,-0.575979383,0.823376549,16.04551463,28.09715642,7.785876248,Cotton,Malvaceae,Estival,Tropical seco,Alta,38.25668439
Field_22,11/12/2023,19.56094379,76.46332618,0.540572524,0.592279291,-0.592279291,0.810742634,15.29920224,23.55099548,14.7617429,Cotton,Malvaceae,Estival,Tropical seco,Alta,51.0784638
Field_22,27/11/2023,19.56094379,76.46332618,0.564626201,0.617397311,-0.617397311,0.846817894,13.77090919,20.83046349,15.3224464,Cotton,Malvaceae,Estival,Tropical seco,Alta,51.92351191
Field_22,12/12/2023,19.56094379,76.46332618,0.603039437,0.576204646,-0.576204646,0.904415618,15.48207715,16.52534805,8.26755443,Cotton,Malvaceae,Estival,Tropical seco,Alta,40.34322294
Field_22,27/12/2023,19.56094379,76.46332618,0.615764941,0.599074414,-0.599074414,0.923507027,14.18428286,23.57544563,5.09713358,Cotton,Malvaceae,Estival,Tropical seco,Alta,40.47884795
Field_23,1/1/2023,22.45065439,73.24685881,0.384810338,0.444266812,-0.444266812,0.577116142,24.44814592,5.73800047,6.627778899,Cotton,Malvaceae,Estival,Tropical seco,Alta,33.97928035
Field_23,16/1/2023,22.45065439,73.24685881,0.390231672,0.465944497,-0.465944497,0.585250212,23.2858212,11.70963392,6.624956566,Cotton,Malvaceae,Estival,Tropical seco,Alta,33.85408804
Field_23,31/1/2023,22.45065439,73.24685881,0.414219373,0.494702529,-0.494702529,0.621222441,21.57232699,5.533169338,14.24901905,Cotton,Malvaceae,Estival,Tropical seco,Alta,47.44788672
Field_23,15/2/2023,22.45065439,73.24685881,0.406712299,0.483962067,-0.483962067,0.609968648,22.19745074,12.29883337,6.730323668,Cotton,Malvaceae,Estival,Tropical seco,Alta,34.20879959
Field_23,3/2/2023,22.45065439,73.24685881,0.356681076,0.416403742,-0.416403742,0.534939819,26.15823665,5.515439761,6.441504914,Cotton,Malvaceae,Estival,Tropical seco,Alta,33.3324534
Field_23,17/3/2023,22.45065439,73.24685881,0.382845491,0.463696775,-0.463696775,0.574174002,23.47603381,16.36321086,13.32799768,Cotton,Malvaceae,Estival,Tropical seco,Alta,46.20639628
Field_23,4/1/2023,22.45065439,73.24685881,0.319081944,0.418475515,-0.418475515,0.47855301,26.43643807,7.235692072,6.100943386,Cotton,Malvaceae,Estival,Tropical seco,Alta,31.85101103
Field_23,16/4/2023,22.45065439,73.24685881,0.272996576,0.389137759,-0.389137759,0.409441142,28.4052162,24.88447114,5.758500304,Cotton,Malvaceae,Estival,Tropical seco,Alta,30.52605904
Field_23,5/1/2023,22.45065439,73.24685881,0.221096798,0.327150344,-0.327150344,0.331594159,32.10061044,7.327138057,5.440517441,Cotton,Malvaceae,Estival,Tropical seco,Alta,29.49322246
Field_23,16/5/2023,22.45065439,73.24685881,0.210639752,0.336673316,-0.336673316,0.315917773,31.72112237,20.17004148,12.07111867,Cotton,Malvaceae,Estival,Tropical seco,Alta,40.85442489
Field_23,31/5/2023,22.45065439,73.24685881,0.216955724,0.346892801,-0.346892801,0.325392014,31.13476655,10.2088425,5.356788226,Cotton,Malvaceae,Estival,Tropical seco,Alta,29.02375128
Field_23,15/6/2023,22.45065439,73.24685881,0.103368602,0.147526404,-0.147526404,0.155013056,42.47533713,31.03928365,12.05982934,Cotton,Malvaceae,Estival,Tropical seco,Alta,40.57274218
Field_23,28/9/2023,22.45065439,73.24685881,0.475664935,0.448658765,-0.448658765,0.713378193,23.29598706,14.99271092,14.64226413,Cotton,Malvaceae,Estival,Tropical seco,Alta,50.75505032
Field_23,13/10/2023,22.45065439,73.24685881,0.401219367,0.34657387,-0.34657387,0.601729151,29.26919118,16.0388477,7.004089979,Cotton,Malvaceae,Estival,Tropical seco,Alta,36.14928045
Field_23,28/10/2023,22.45065439,73.24685881,0.431782344,0.46273387,-0.46273387,0.647562546,23.02541807,13.79485969,7.004089979,Cotton,Malvaceae,Estival,Tropical seco,Alta,35.50245349
Field_23,11/12/2023,22.45065439,73.24685881,0.407540662,0.469187746,-0.469187746,0.61121345,22.94343219,11.7633842,6.772658664,Cotton,Malvaceae,Estival,Tropical seco,Alta,34.46961691
Field_23,27/11/2023,22.45065439,73.24685881,0.443547745,0.513613224,-0.513613224,0.665204707,20.30713732,23.85920826,14.14271117,Cotton,Malvaceae,Estival,Tropical seco,Alta,48.21990598
Field_23,12/12/2023,22.45065439,73.24685881,0.44449363,0.4547221,-0.4547221,0.666627978,23.30471528,14.66731643,7.136739634,Cotton,Malvaceae,Estival,Tropical seco,Alta,36.12841506
Field_23,27/12/2023,22.45065439,73.24685881,0.478100637,0.490244987,-0.490244987,0.717032922,21.14753728,7.115610857,7.353118506,Cotton,Malvaceae,Estival,Tropical seco,Alta,36.86913625
Field_24,1/1/2023,16.083924,78.06899943,0.367600897,0.370556306,-0.370556306,0.551327498,28.3878844,24.26072359,6.64753523,Cotton,Malvaceae,Estival,Tropical seco,Alta,34.46961691
Field_24,16/1/2023,16.083924,78.06899943,0.405819371,0.445935251,-0.445935251,0.608646088,24.14838554,22.34670993,13.90657597,Cotton,Malvaceae,Estival,Tropical seco,Alta,47.69827134
Field_24,31/1/2023,16.083924,78.06899943,0.390798477,0.435280477,-0.435280477,0.58611815,24.84587135,16.4428934,13.89058274,Cotton,Malvaceae,Estival,Tropical seco,Alta,47.27053094
Field_24,15/2/2023,16.083924,78.06899943,0.382053239,0.450768713,-0.450768713,0.573009781,24.14428837,23.86338948,6.588266235,Cotton,Malvaceae,Estival,Tropical seco,Alta,33.77062649
Field_24,3/2/2023,16.083924,78.06899943,0.39911732,0.483128975,-0.483128975,0.598608104,22.31755865,22.43256267,6.664469229,Cotton,Malvaceae,Estival,Tropical seco,Alta,33.92711689
Field_24,17/3/2023,16.083924,78.06899943,0.386033927,0.439706933,-0.439706933,0.578979696,24.66849694,23.95343041,13.508627,Cotton,Malvaceae,Estival,Tropical seco,Alta,46.81149246
Field_24,4/1/2023,16.083924,78.06899943,0.369777203,0.457280898,-0.457280898,0.554602925,23.93712135,20.63228952,6.463142801,Cotton,Malvaceae,Estival,Tropical seco,Alta,33.19682839
Field_24,16/4/2023,16.083924,78.06899943,0.316928292,0.426904793,-0.426904793,0.475345373,26.02799729,34.57774511,6.062371501,Cotton,Malvaceae,Estival,Tropical seco,Alta,31.63192448
Field_24,5/1/2023,16.083924,78.06899943,0.293830862,0.395184619,-0.395184619,0.440704635,27.88365914,23.74398529,12.76917573,Cotton,Malvaceae,Estival,Tropical seco,Alta,43.53562693
Field_24,16/5/2023,16.083924,78.06899943,0.334903484,0.409535857,-0.409535857,0.502305762,26.73135272,21.35169434,6.263697929,Cotton,Malvaceae,Estival,Tropical seco,Alta,32.6021649
Field_24,31/5/2023,16.083924,78.06899943,0.276980473,0.38465327,-0.38465327,0.41542925,28.59352676,28.63505288,5.804598411,Cotton,Malvaceae,Estival,Tropical seco,Alta,30.75557828
Field_24,15/6/2023,16.083924,78.06899943,0.285212077,0.383608027,-0.383608027,0.427773562,28.56283309,38.19664287,5.879860627,Cotton,Malvaceae,Estival,Tropical seco,Alta,31.08942445
Field_24,29/8/2023,16.083924,78.06899943,0.328499772,0.391669097,-0.391669097,0.492682624,27.70910785,40.63164229,13.06740226,Cotton,Malvaceae,Estival,Tropical seco,Alta,45.09009815
Field_24,28/9/2023,16.083924,78.06899943,0.559383271,0.544071854,-0.544071854,0.838971638,17.56877287,28.30981436,9.483979997,Cotton,Malvaceae,Estival,Tropical seco,Alta,49.6387522
Field_24,13/10/2023,16.083924,78.06899943,0.603149852,0.551218977,-0.551218977,0.904619374,16.75682696,33.9383638,8.327764203,Cotton,Malvaceae,Estival,Tropical seco,Alta,40.73966526
Field_24,28/10/2023,16.083924,78.06899943,0.66031202,0.608306512,-0.608306512,0.990354331,13.25789788,21.43467626,8.704075283,Cotton,Malvaceae,Estival,Tropical seco,Alta,42.05418455
Field_24,12/12/2023,16.083924,78.06899943,0.522891387,0.506864233,-0.506864233,0.78424239,19.84144365,19.81100958,7.714377142,Cotton,Malvaceae,Estival,Tropical seco,Alta,38.32971323
Field_24,27/12/2023,16.083924,78.06899943,0.374764604,0.432861308,-0.432861308,0.562073362,25.1331566,22.09836321,6.564746793,Cotton,Malvaceae,Estival,Tropical seco,Alta,33.77062649
Field_25,1/1/2023,26.62920588,93.34137759,0.575673001,0.535196919,-0.535196919,0.863360793,17.85560088,14.0498349,14.96024699,Tea,Theaceae,Todo el año,Subtropical húmedo,Alta,53.43625237
Field_25,16/1/2023,26.62920588,93.34137759,0.327036389,0.305440922,-0.305440922,0.4904875,32.12724071,5.075615022,13.26966946,Tea,Theaceae,Todo el año,Subtropical húmedo,Alta,46.49851167
Field_25,31/1/2023,26.62920588,93.34137759,0.368510233,0.375610499,-0.375610499,0.552674191,28.12050825,10.03198564,6.64377212,Tea,Theaceae,Todo el año,Subtropical húmedo,Alta,34.42788614
Field_25,15/2/2023,26.62920588,93.34137759,0.429244462,0.488632576,-0.488632576,0.643747285,21.72883598,5.86991056,13.85953708,Tea,Theaceae,Todo el año,Subtropical húmedo,Alta,47.9069252
Field_25,3/2/2023,26.62920588,93.34137759,0.392170325,0.41071004,-0.41071004,0.588152082,26.08653476,14.1953518,14.26877538,Tea,Theaceae,Todo el año,Subtropical húmedo,Alta,47.91735789
Field_25,17/3/2023,26.62920588,93.34137759,0.200090982,0.169976385,-0.169976385,0.300084356,40.3411295,25.65826116,12.80680683,Tea,Theaceae,Todo el año,Subtropical húmedo,Alta,43.46259808
Field_25,4/1/2023,26.62920588,93.34137759,0.399818614,0.385720555,-0.385720555,0.59961965,27.28449607,9.086359843,8.065287225,Tea,Theaceae,Todo el año,Subtropical húmedo,Alta,45.91428088
Field_25,16/4/2023,26.62920588,93.34137759,0.277241723,0.242931839,-0.242931839,0.41580603,35.82777431,21.34347796,13.46911434,Tea,Theaceae,Todo el año,Subtropical húmedo,Alta,45.66389625
Field_25,29/8/2023,26.62920588,93.34137759,0.407679294,0.284240205,-0.284240205,0.611412741,32.38624613,34.2326672,14.21515105,Tea,Theaceae,Todo el año,Subtropical húmedo,Alta,50.47336762
Field_25,13/9/2023,26.62920588,93.34137759,0.407679294,0.284240205,-0.284240205,0.611412741,32.38624613,16.53713963,18.23603494,Tea,Theaceae,Todo el año,Subtropical húmedo,Alta,52.69553118
Field_25,28/9/2023,26.62920588,93.34137759,0.619213699,0.505335943,-0.505335943,0.928658718,18.93575715,25.33534763,8.578951849,Tea,Theaceae,Todo el año,Subtropical húmedo,Alta,42.07504994
Field_25,13/10/2023,26.62920588,93.34137759,0.67097871,0.559010677,-0.559010677,1.006307484,15.66622112,26.89962201,8.915750266,Tea,Theaceae,Todo el año,Subtropical húmedo,Alta,43.23307884
Field_25,28/10/2023,26.62920588,93.34137759,0.671024519,0.559281514,-0.559281514,1.006374617,15.65192317,16.22979882,8.915750266,Tea,Theaceae,Todo el año,Subtropical húmedo,Alta,43.23307884
Field_25,11/12/2023,26.62920588,93.34137759,0.650180063,0.561211188,-0.561211188,0.975109412,15.7662674,11.44377226,8.724772393,Tea,Theaceae,Todo el año,Subtropical húmedo,Alta,42.39846341
Field_25,27/11/2023,26.62920588,93.34137759,0.350425621,0.310629656,-0.310629656,0.52559667,31.62340996,28.89787353,6.634364343,Tea,Theaceae,Todo el año,Subtropical húmedo,Alta,34.75129961
Field_25,12/12/2023,26.62920588,93.34137759,0.591243684,0.537473535,-0.537473535,0.886713653,17.58032553,10.88729247,15.61314671,Tea,Theaceae,Todo el año,Subtropical húmedo,Alta,54.36476202
Field_25,27/12/2023,26.62920588,93.34137759,0.542413205,0.512339311,-0.512339311,0.813478019,19.36248836,14.76494895,7.876190907,Tea,Theaceae,Todo el año,Subtropical húmedo,Alta,38.99740557
Field_26,1/1/2023,27.11817603,88.17990102,0.712078713,0.655985593,-0.655985593,1.067928336,10.29450891,10.052029,15.67147493,Tea,Theaceae,Todo el año,Subtropical húmedo,Alta,57.21288715
Field_26,16/1/2023,27.11817603,88.17990102,0.118817745,0.073686672,-0.073686672,0.178216005,46.08813644,5.877095297,5.122534578,Tea,Theaceae,Todo el año,Subtropical húmedo,Alta,29.77490516
Field_26,31/1/2023,27.11817603,88.17990102,0.688290623,0.680947177,-0.680947177,1.032259781,9.262806106,9.139039335,8.78310061,Tea,Theaceae,Todo el año,Subtropical húmedo,Alta,41.9915884
Field_26,15/2/2023,27.11817603,88.17990102,0.61065313,0.597079847,-0.597079847,0.91583114,14.33834045,11.76625737,15.75896726,Tea,Theaceae,Todo el año,Subtropical húmedo,Alta,54.26043509
Field_26,3/2/2023,27.11817603,88.17990102,0.031551867,0.01981561,-0.01981561,0.047324744,49.73026372,5.333284851,11.75501737,Tea,Theaceae,Todo el año,Subtropical húmedo,Alta,42.62798266
Field_26,17/3/2023,27.11817603,88.17990102,0.00235121,-0.027011086,0.027011086,0.003526607,52.41966212,10.16721204,11.29874018,Tea,Theaceae,Todo el año,Subtropical húmedo,Alta,43.19134807
Field_26,4/1/2023,27.11817603,88.17990102,0.639289077,0.587570484,-0.587570484,0.95880745,14.5314748,10.92033265,15.99792479,Tea,Theaceae,Todo el año,Subtropical húmedo,Alta,55.64798323
Field_26,16/4/2023,27.11817603,88.17990102,0.465018302,0.420464484,-0.420464484,0.697443546,24.84444297,17.09887807,14.23772972,Tea,Theaceae,Todo el año,Subtropical húmedo,Alta,50.56726185
Field_26,5/1/2023,27.11817603,88.17990102,0.430100597,0.384990721,-0.384990721,0.645084135,27.01249849,6.621800289,13.97525274,Tea,Theaceae,Todo el año,Subtropical húmedo,Alta,49.6283195
Field_26,16/5/2023,27.11817603,88.17990102,0.670910746,0.587227772,-0.587227772,1.00625009,14.22602704,22.81399919,16.04308212,Tea,Theaceae,Todo el año,Subtropical húmedo,Alta,56.89990636
Field_26,31/5/2023,27.11817603,88.17990102,0.154258243,0.132731092,-0.132731092,0.231362846,42.7111209,28.55628936,5.300341564,Tea,Theaceae,Todo el año,Subtropical húmedo,Alta,29.96269363
Field_26,13/10/2023,27.11817603,88.17990102,0.815756172,0.721294356,-0.721294356,1.223459621,5.900713181,23.02277418,9.827363857,Tea,Theaceae,Todo el año,Subtropical húmedo,Alta,44.04682887
Field_26,28/10/2023,27.11817603,88.17990102,0.798946436,0.697106024,-0.697106024,1.198251193,7.307550852,17.04103785,9.734226865,Tea,Theaceae,Todo el año,Subtropical húmedo,Alta,44.1511558
Field_26,11/12/2023,27.11817603,88.17990102,0.775187595,0.686353645,-0.686353645,1.162602913,8.099260358,12.27974618,9.547012103,Tea,Theaceae,Todo el año,Subtropical húmedo,Alta,44.28678081
Field_26,27/11/2023,27.11817603,88.17990102,0.764450829,0.679370976,-0.679370976,1.1464775,8.565479209,18.4167719,9.467986776,Tea,Theaceae,Todo el año,Subtropical húmedo,Alta,44.39110773
Field_26,12/12/2023,27.11817603,88.17990102,0.767385785,0.691344824,-0.691344824,1.15090573,7.924067895,7.542526273,9.46610522,Tea,Theaceae,Todo el año,Subtropical húmedo,Alta,44.19288657
Field_26,27/12/2023,27.11817603,88.17990102,0.788905297,0.746485705,-0.746485705,1.183159852,4.8885574,8.234016006,9.528196549,Tea,Theaceae,Todo el año,Subtropical húmedo,Alta,43.87990579
Field_27,1/1/2023,11.29704122,76.82113488,0.663035102,0.587380192,-0.587380192,0.994411984,14.29867676,18.58694995,8.777455944,Tea,Theaceae,Todo el año,Subtropical húmedo,Alta,42.48192496
Field_27,16/1/2023,11.29704122,76.82113488,0.709961791,0.637929608,-0.637929608,1.064767216,11.23814626,24.02019179,16.15409389,Tea,Theaceae,Todo el año,Subtropical húmedo,Alta,57.68235832
Field_27,31/1/2023,11.29704122,76.82113488,0.788439118,0.707630711,-0.707630711,1.182456447,6.877424259,19.25213818,16.21524444,Tea,Theaceae,Todo el año,Subtropical húmedo,Alta,58.04750257
Field_27,15/2/2023,11.29704122,76.82113488,0.69771816,0.636507549,-0.636507549,1.046418724,11.43580551,20.69595999,8.972196928,Tea,Theaceae,Todo el año,Subtropical húmedo,Alta,43.05572306
Field_27,3/2/2023,11.29704122,76.82113488,0.694927544,0.64894334,-0.64894334,1.042232933,10.82927986,20.45501032,8.917631821,Tea,Theaceae,Todo el año,Subtropical húmedo,Alta,42.75317497
Field_27,17/3/2023,11.29704122,76.82113488,0.644347635,0.614544762,-0.614544762,0.966379244,13.10238784,32.57864525,15.31868329,Tea,Theaceae,Todo el año,Subtropical húmedo,Alta,55.04288705
Field_27,4/1/2023,11.29704122,76.82113488,0.610942856,0.541575682,-0.541575682,0.916311881,17.1696668,15.26746041,4.304998757,Tea,Theaceae,Todo el año,Subtropical húmedo,Alta,41.18827105
Field_27,16/4/2023,11.29704122,76.82113488,0.704248963,0.643018678,-0.643018678,1.056243689,11.03662054,20.44579574,9.015472702,Tea,Theaceae,Todo el año,Subtropical húmedo,Alta,43.20178076
Field_27,14/8/2023,11.29704122,76.82113488,0.797674134,0.699679275,-0.699679275,1.196383135,7.189143259,43.43127692,16.88507817,Tea,Theaceae,Todo el año,Subtropical húmedo,Alta,58.51697374
Field_27,28/9/2023,11.29704122,76.82113488,0.682530338,0.607287471,-0.607287471,1.023678188,13.08302171,31.58957963,5.230724014,Tea,Theaceae,Todo el año,Subtropical húmedo,Alta,53.35279082
Field_27,13/10/2023,11.29704122,76.82113488,0.682530338,0.607287471,-0.607287471,1.023678188,13.08302171,36.27466798,15.84834114,Tea,Theaceae,Todo el año,Subtropical húmedo,Alta,56.93120444
Field_27,27/12/2023,11.29704122,76.82113488,0.724755724,0.624231026,-0.624231026,1.086952178,11.78656718,17.99835809,9.243140905,Tea,Theaceae,Todo el año,Subtropical húmedo,Alta,44.28678081
